,Year,Win%,Games,Val,PrevAS,WikiViews,AS
Taj Gibson,2017,0.489,44.0,54.2,0.0,38523.0,0.0
Dwyane Wade,2017,0.489,40.0,62.9,12.0,531888.0,0.0
Rajon Rondo,2017,0.489,36.0,47.7,4.0,221687.0,0.0
Dwight Howard,2017,0.591,39.0,64.2,8.0,264557.0,0.0
Kosta Koufos,2017,0.372,43.0,46.5,0.0,24654.0,0.0
DeAndre' Bembry,2017,0.591,17.0,36.5,0.0,13718.0,0.0
Dennis Schröder,2017,0.591,44.0,60.4,0.0,82560.0,0.0
Taurean Prince,2017,0.591,26.0,37.8,0.0,26127.0,0.0
Daniel Ochefu,2017,0.535,10.0,33.6,0.0,19386.0,0.0
Matt Barnes,2017,0.372,40.0,44.5,0.0,105840.0,0.0
Kris Humphries,2017,0.591,35.0,43.0,0.0,248928.0,0.0
Malcolm Delaney,2017,0.591,44.0,41.0,0.0,33710.0,0.0
Thabo Sefolosha,2017,0.591,41.0,49.6,0.0,39456.0,0.0
Tim Hardaway Jr.,2017,0.591,42.0,50.1,0.0,54325.0,0.0
Mike Muscala,2017,0.591,40.0,48.7,0.0,21059.0,0.0
Kyle Korver,2017,0.714,38.0,48.6,1.0,453748.0,0.0
Kent Bazemore,2017,0.591,42.0,46.9,0.0,37600.0,0.0
Jared Dudley,2017,0.326,30.0,45.9,0.0,23214.0,0.0
Cristiano Felício,2017,0.489,37.0,44.8,0.0,21148.0,0.0
Shabazz Napier,2017,0.413,29.0,37.9,0.0,43290.0,0.0
Montrezl Harrell,2017,0.723,38.0,52.8,0.0,38687.0,0.0
Ty Lawson,2017,0.372,41.0,49.3,0.0,43425.0,0.0
Joffrey Lauvergne,2017,0.568,37.0,42.4,0.0,25695.0,0.0
Darrun Hilliard,2017,0.467,26.0,34.7,0.0,9907.0,0.0
Stephen Zimmerman,2017,0.4,8.0,35.9,0.0,18399.0,0.0
C. J. Watson,2017,0.4,33.0,37.0,0.0,30784.0,0.0
C. J. Wilcox,2017,0.4,16.0,34.2,0.0,9130.0,0.0
Bismack Biyombo,2017,0.4,44.0,47.1,0.0,54006.0,0.0
Georges Niang,2017,0.512,19.0,31.7,0.0,22581.0,0.0
Kevin Séraphin,2017,0.512,26.0,40.6,0.0,10823.0,0.0
Wesley Johnson,2017,0.644,38.0,38.8,0.0,565.0,0.0
Arron Afflalo,2017,0.372,36.0,43.2,0.0,33564.0,0.0
Marreese Speights,2017,0.644,45.0,52.1,0.0,55661.0,0.0
Raymond Felton,2017,0.644,43.0,45.9,0.0,38325.0,0.0
Jamal Crawford,2017,0.644,45.0,45.7,0.0,125431.0,0.0
Austin Rivers,2017,0.644,43.0,49.6,0.0,99257.0,0.0
Luc Mbah a Moute,2017,0.644,43.0,45.1,0.0,57942.0,0.0
Rudy Gay,2017,0.372,30.0,64.0,0.0,87990.0,0.0
JJ Redick,2017,0.644,42.0,55.2,0.0,984.0,0.0
Chris Paul,2017,0.644,36.0,76.5,9.0,261005.0,0.0
Blake Griffin,2017,0.644,26.0,71.3,5.0,216038.0,0.0
Isaiah Canaan,2017,0.489,28.0,40.4,0.0,32653.0,0.0
Michael Carter-Williams,2017,0.489,18.0,41.6,0.0,116206.0,0.0
Sheldon Mac,2017,0.535,19.0,39.9,0.0,0.0,0.0
Tomáš Satoranský,2017,0.535,28.0,39.3,0.0,17330.0,0.0
Luol Deng,2017,0.34,43.0,48.0,2.0,97072.0,0.0
Julius Randle,2017,0.34,42.0,55.4,0.0,98615.0,0.0
Tyler Ennis,2017,0.723,27.0,34.0,0.0,1391.0,0.0
K.J. McDaniels,2017,0.723,25.0,37.0,0.0,291.0,0.0
Sam Dekker,2017,0.723,47.0,48.0,0.0,61679.0,0.0
Corey Brewer,2017,0.723,47.0,39.1,0.0,39635.0,0.0
Nenê,2017,0.723,41.0,47.0,0.0,81117.0,0.0
Clint Capela,2017,0.723,32.0,57.2,0.0,41660.0,0.0
Trevor Ariza,2017,0.723,47.0,57.9,0.0,62015.0,0.0
Ryan Anderson,2017,0.723,44.0,54.5,0.0,1653.0,0.0
Eric Gordon,2017,0.723,45.0,57.8,0.0,83157.0,0.0
Malachi Richardson,2017,0.372,8.0,37.9,0.0,25857.0,0.0
Leandro Barbosa,2017,0.326,41.0,41.7,0.0,50593.0,0.0
P.J. Tucker,2017,0.326,43.0,46.1,0.0,1770.0,0.0
T.J. Warren,2017,0.326,30.0,52.6,0.0,587.0,0.0
Dragan Bender,2017,0.326,36.0,36.2,0.0,59961.0,0.0
Tyler Ulis,2017,0.326,28.0,36.6,0.0,43028.0,0.0
Marquese Chriss,2017,0.326,43.0,41.4,0.0,41509.0,0.0
Alex Len,2017,0.326,41.0,47.9,0.0,34416.0,0.0
Brandon Knight,2017,0.326,40.0,46.6,0.0,931.0,0.0
Tyson Chandler,2017,0.326,34.0,55.4,1.0,94855.0,0.0
Devin Booker,2017,0.326,42.0,54.7,0.0,214165.0,0.0
D'Angelo Russell,2017,0.34,34.0,52.1,0.0,160265.0,0.0
Nick Young,2017,0.34,40.0,53.9,0.0,3224.0,0.0
Eric Bledsoe,2017,0.326,43.0,66.9,0.0,57359.0,0.0
Timofey Mozgov,2017,0.34,46.0,45.0,0.0,89782.0,0.0
Jason Smith,2017,0.535,41.0,40.0,0.0,1633.0,0.0
Trey Burke,2017,0.535,39.0,38.9,0.0,52940.0,0.0
Andrew Nicholson,2017,0.535,25.0,35.8,0.0,362.0,0.0
Marcus Thornton,2017,0.535,33.0,42.3,0.0,1012.0,0.0
Kelly Oubre Jr.,2017,0.535,41.0,42.6,0.0,41798.0,0.0
Garrett Temple,2017,0.372,43.0,48.3,0.0,14721.0,0.0
Bradley Beal,2017,0.535,39.0,65.7,0.0,46569.0,0.0
Otto Porter Jr.,2017,0.535,43.0,63.1,0.0,206.0,0.0
Ben McLemore,2017,0.372,33.0,37.4,0.0,27410.0,0.0
Bobby Brown,2017,0.723,13.0,32.8,0.0,353922.0,0.0
Anthony Tolliver,2017,0.372,31.0,45.4,0.0,19870.0,0.0
Markieff Morris,2017,0.535,42.0,53.5,0.0,39367.0,0.0
Marcin Gortat,2017,0.535,43.0,58.6,0.0,39115.0,0.0
Metta World Peace,2017,0.34,17.0,33.1,1.0,273413.0,0.0
Marcelo Huertas,2017,0.34,19.0,37.2,0.0,23281.0,0.0
Tarik Black,2017,0.34,35.0,45.9,0.0,32880.0,0.0
Omri Casspi,2017,0.372,22.0,43.0,0.0,23362.0,0.0
Lou Williams,2017,0.34,47.0,61.4,0.0,124746.0,0.0
Larry Nance Jr.,2017,0.34,28.0,50.3,0.0,140204.0,0.0
Brandon Ingram,2017,0.34,47.0,43.5,0.0,156721.0,0.0
Jordan Clarkson,2017,0.34,47.0,51.4,0.0,158075.0,0.0
Kristaps Porziņģis,2017,0.422,38.0,62.5,0.0,309435.0,0.0
Edy Tavares,2017,0.591,1.0,36.0,0.0,209.0,0.0
Kyle Wiltjer,2017,0.723,9.0,33.3,0.0,46317.0,0.0
Salah Mejri,2017,0.326,38.0,41.6,0.0,34196.0,0.0
Jrue Holiday,2017,0.386,29.0,57.3,1.0,98714.0,0.0
Reggie Bullock,2017,0.467,8.0,43.6,0.0,13379.0,0.0
Patrick Beverley,2017,0.723,33.0,55.8,0.0,53019.0,0.0
Alonzo Gee,2017,0.429,13.0,33.9,0.0,15322.0,0.0
R.J. Hunter,2017,0.489,3.0,32.7,0.0,630.0,0.0
John Jenkins,2017,0.326,4.0,36.8,0.0,1359.0,0.0
Josh McRoberts,2017,0.318,22.0,41.3,0.0,18036.0,0.0
Archie Goodwin,2017,0.386,3.0,44.7,0.0,734.0,0.0
Danuel House Jr.,2017,0.535,1.0,34.0,0.0,0.0,0.0
Alan Anderson,2017,0.644,17.0,35.3,0.0,572.0,0.0
Tim Quarterman,2017,0.413,12.0,36.2,0.0,10848.0,0.0
Danny Green,2017,0.791,35.0,48.3,0.0,1160.0,0.0
Fred VanVleet,2017,0.651,14.0,36.9,0.0,34522.0,0.0
Kelly Olynyk,2017,0.605,37.0,49.1,0.0,48400.0,0.0
Yogi Ferrell,2017,0.209,10.0,36.2,0.0,47789.0,0.0
Darren Collison,2017,0.372,35.0,54.3,0.0,33558.0,0.0
Jarnell Stokes,2017,0.429,2.0,38.5,0.0,16325.0,0.0
Randy Foye,2017,0.209,30.0,39.2,0.0,26782.0,0.0
Derrick Williams,2017,0.318,23.0,41.6,0.0,696.0,0.0
Arinze Onuaku,2017,0.4,8.0,34.2,0.0,23904.0,0.0
Damjan Rudež,2017,0.4,26.0,34.7,0.0,8814.0,0.0
Christian Wood,2017,0.523,1.0,32.0,0.0,9565.0,0.0
Aaron Harrison,2017,0.523,5.0,33.4,0.0,57398.0,0.0
Brian Roberts,2017,0.523,12.0,34.4,0.0,5060.0,0.0
Demetrius Jackson,2017,0.605,4.0,40.8,0.0,19748.0,0.0
Jonathan Gibson,2017,0.326,17.0,39.6,0.0,423.0,0.0
Paul Pierce,2017,0.644,12.0,35.0,10.0,170097.0,0.0
Derrick Jones Jr.,2017,0.326,2.0,36.5,0.0,17413.0,0.0
Spencer Dinwiddie,2017,0.209,20.0,41.0,0.0,17515.0,0.0
Gary Neal,2017,0.591,2.0,30.0,0.0,21415.0,0.0
Jared Sullinger,2017,0.651,2.0,32.0,0.0,49994.0,0.0
Chasson Randle,2017,0.357,3.0,44.0,0.0,19611.0,0.0
Cameron Payne,2017,0.568,7.0,36.1,0.0,43550.0,0.0
Donatas Motiejūnas,2017,0.386,7.0,40.9,0.0,60750.0,0.0
Alec Burks,2017,0.644,9.0,39.0,0.0,14206.0,0.0
Pierre Jackson,2017,0.326,5.0,34.0,0.0,35147.0,0.0
Chinanu Onuaku,2017,0.723,2.0,42.5,0.0,52539.0,0.0
Tyreke Evans,2017,0.386,16.0,50.6,0.0,62488.0,0.0
Nerlens Noel,2017,0.357,16.0,48.6,0.0,108882.0,0.0
Reggie Williams,2017,0.386,5.0,43.0,0.0,755.0,0.0
Damian Jones,2017,0.86,1.0,26.0,0.0,3121.0,0.0
Marshall Plumlee,2017,0.422,5.0,39.2,0.0,67797.0,0.0
Caris LeVert,2017,0.209,23.0,45.7,0.0,31664.0,0.0
Toney Douglas,2017,0.565,6.0,45.3,0.0,25596.0,0.0
Reggie Jackson,2017,0.467,24.0,56.1,0.0,85157.0,0.0
Jodie Meeks,2017,0.4,24.0,47.6,0.0,30675.0,0.0
Mike Scott,2017,0.591,12.0,35.9,0.0,745.0,0.0
Devin Harris,2017,0.326,27.0,42.8,1.0,27348.0,0.0
Bruno Caboclo,2017,0.651,8.0,34.6,0.0,28435.0,0.0
Wayne Ellington,2017,0.318,24.0,49.4,0.0,22735.0,0.0
Ian Mahinmi,2017,0.535,1.0,28.0,0.0,15564.0,0.0
Anthony Brown,2017,0.386,9.0,38.1,0.0,2077.0,0.0
Jerryd Bayless,2017,0.357,3.0,44.0,0.0,26910.0,0.0
Lucas Nogueira,2017,0.651,34.0,49.2,0.0,54485.0,0.0
Chandler Parsons,2017,0.565,19.0,42.1,0.0,109227.0,0.0
Steve Novak,2017,0.465,8.0,33.6,0.0,29916.0,0.0
Dejounte Murray,2017,0.791,22.0,38.5,0.0,41734.0,0.0
Thon Maker,2017,0.465,20.0,38.3,0.0,125482.0,0.0
Diamond Stone,2017,0.644,4.0,31.2,0.0,44402.0,0.0
Brandon Bass,2017,0.644,29.0,43.8,0.0,21110.0,0.0
Raul Neto,2017,0.644,24.0,37.4,0.0,999.0,0.0
Joel Bolomboy,2017,0.644,9.0,36.0,0.0,14067.0,0.0
Paul Zipser,2017,0.489,15.0,35.1,0.0,23933.0,0.0
Denzel Valentine,2017,0.489,27.0,36.8,0.0,43931.0,0.0
Bobby Portis,2017,0.489,30.0,40.7,0.0,19626.0,0.0
Rakeem Christmas,2017,0.512,3.0,35.0,0.0,18578.0,0.0
Tony Snell,2017,0.465,42.0,46.9,0.0,729.0,0.0
Anthony Bennett,2017,0.209,23.0,41.6,0.0,2592.0,0.0
Cheick Diallo,2017,0.386,8.0,41.9,0.0,30257.0,0.0
Anthony Morrow,2017,0.568,31.0,40.6,0.0,21253.0,0.0
Troy Williams,2017,0.565,24.0,39.0,0.0,21180.0,0.0
Troy Daniels,2017,0.565,33.0,45.3,0.0,23876.0,0.0
Jarell Martin,2017,0.565,40.0,37.9,0.0,8666.0,0.0
Kay Felder,2017,0.714,24.0,40.9,0.0,91428.0,0.0
Frank Kaminsky,2017,0.523,42.0,49.0,0.0,52077.0,0.0
Jordan Mickey,2017,0.605,12.0,37.1,0.0,12495.0,0.0
Timothé Luwawu-Cabarrot,2017,0.357,29.0,35.8,0.0,23496.0,0.0
Hollis Thompson,2017,0.357,31.0,41.5,0.0,13499.0,0.0
Derrick Favors,2017,0.644,30.0,48.5,0.0,34679.0,0.0
Thomas Robinson,2017,0.34,33.0,41.8,0.0,2185.0,0.0
A. J. Hammons,2017,0.326,17.0,35.1,0.0,17376.0,0.0
José Calderón,2017,0.34,20.0,40.0,0.0,381.0,0.0
Alan Williams,2017,0.326,15.0,39.5,0.0,2487.0,0.0
Georgios Papagiannis,2017,0.372,2.0,32.5,0.0,29975.0,0.0
James Young,2017,0.605,11.0,36.4,0.0,1543.0,0.0
Skal Labissière,2017,0.372,5.0,39.6,0.0,34287.0,0.0
Jordan Farmar,2017,0.372,2.0,46.5,0.0,44983.0,0.0
Ryan Kelly,2017,0.591,9.0,35.9,0.0,1466.0,0.0
Mike Miller,2017,0.429,8.0,36.8,0.0,1020.0,0.0
Malik Beasley,2017,0.429,12.0,36.7,0.0,20091.0,0.0
Gary Harris,2017,0.429,18.0,54.2,0.0,20060.0,0.0
John Lucas III,2017,0.349,5.0,34.6,0.0,19298.0,0.0
Adreian Payne,2017,0.349,10.0,39.8,0.0,15529.0,0.0
Josh Richardson,2017,0.318,28.0,47.5,0.0,17812.0,0.0
Darrell Arthur,2017,0.429,18.0,41.1,0.0,10517.0,0.0
Nick Collison,2017,0.568,11.0,36.5,0.0,31248.0,0.0
Marcus Smart,2017,0.605,40.0,50.0,0.0,54985.0,0.0
Aaron Brooks,2017,0.512,40.0,41.4,0.0,1105.0,0.0
Jerian Grant,2017,0.489,34.0,42.2,0.0,73416.0,0.0
Ivica Zubac,2017,0.34,12.0,38.9,0.0,45062.0,0.0
Treveon Graham,2017,0.523,14.0,36.1,0.0,8014.0,0.0
Pat Connaughton,2017,0.413,20.0,37.4,0.0,20662.0,0.0
Jake Layman,2017,0.413,23.0,35.4,0.0,38225.0,0.0
James Michael McAdoo,2017,0.86,17.0,34.5,0.0,42392.0,0.0
Jordan Hill,2017,0.349,5.0,34.2,0.0,1141.0,0.0
Tyus Jones,2017,0.349,24.0,41.6,0.0,41923.0,0.0
Tony Allen,2017,0.565,39.0,51.8,0.0,1773.0,0.0
Udonis Haslem,2017,0.318,13.0,37.1,0.0,49598.0,0.0
Maurice Ndour,2017,0.422,17.0,36.8,0.0,19319.0,0.0
Richaun Holmes,2017,0.357,22.0,46.1,0.0,13488.0,0.0
Álex Abrines,2017,0.568,37.0,40.1,0.0,31555.0,0.0
Jahlil Okafor,2017,0.357,31.0,50.1,0.0,131633.0,0.0
Andrew Bogut,2017,0.326,22.0,43.0,0.0,103319.0,0.0
Thaddeus Young,2017,0.512,43.0,55.9,0.0,27425.0,0.0
Jeff Teague,2017,0.512,43.0,64.9,1.0,1049.0,0.0
Myles Turner,2017,0.512,42.0,62.7,0.0,1177.0,0.0
Monta Ellis,2017,0.512,35.0,46.2,0.0,70663.0,0.0
Dorian Finney-Smith,2017,0.326,42.0,41.6,0.0,23280.0,0.0
Nicolás Brussino,2017,0.326,28.0,36.2,0.0,10737.0,0.0
Quincy Acy,2017,0.209,12.0,42.7,0.0,27980.0,0.0
Seth Curry,2017,0.326,39.0,52.5,0.0,284917.0,0.0
Dwight Powell,2017,0.326,43.0,51.7,0.0,22197.0,0.0
Justin Anderson,2017,0.326,39.0,43.3,0.0,458.0,0.0
J. J. Barea,2017,0.326,18.0,56.2,0.0,107.0,0.0
Harrison Barnes,2017,0.326,43.0,64.3,0.0,87941.0,0.0
Jon Leuer,2017,0.467,39.0,56.1,0.0,24272.0,0.0
Dirk Nowitzki,2017,0.326,18.0,50.3,13.0,315062.0,0.0
Wesley Matthews,2017,0.326,42.0,54.7,0.0,29872.0,0.0
Deron Williams,2017,0.326,35.0,55.9,3.0,94791.0,0.0
Anderson Varejão,2017,0.86,11.0,36.3,0.0,56683.0,0.0
Kevon Looney,2017,0.86,33.0,40.0,0.0,34414.0,0.0
JaVale McGee,2017,0.86,38.0,42.6,0.0,221011.0,0.0
Patrick McCaw,2017,0.86,33.0,37.1,0.0,53221.0,0.0
David West,2017,0.86,42.0,43.5,2.0,2076.0,0.0
Shaun Livingston,2017,0.86,42.0,42.4,0.0,85100.0,0.0
Ian Clark,2017,0.86,40.0,44.0,0.0,1155.0,0.0
Andre Iguodala,2017,0.86,42.0,49.2,1.0,137793.0,0.0
Rodney Stuckey,2017,0.512,17.0,45.1,0.0,14753.0,0.0
C. J. Miles,2017,0.512,37.0,49.5,0.0,21127.0,0.0
Al Jefferson,2017,0.512,43.0,47.3,0.0,42300.0,0.0
Lavoy Allen,2017,0.512,32.0,36.8,0.0,7986.0,0.0
Marcus Morris,2017,0.467,44.0,52.5,0.0,635.0,0.0
Ish Smith,2017,0.467,44.0,48.2,0.0,29714.0,0.0
Tobias Harris,2017,0.467,45.0,60.4,0.0,34118.0,0.0
Kentavious Caldwell-Pope,2017,0.467,40.0,58.1,0.0,27335.0,0.0
Mario Hezonja,2017,0.4,32.0,35.1,0.0,33572.0,0.0
D.J. Augustin,2017,0.4,45.0,47.1,0.0,1036.0,0.0
Jeff Green,2017,0.4,44.0,45.1,0.0,1198.0,0.0
Aaron Gordon,2017,0.4,45.0,51.4,0.0,67028.0,0.0
Nikola Vučević,2017,0.4,42.0,58.3,0.0,32493.0,0.0
Serge Ibaka,2017,0.4,44.0,59.8,0.0,92581.0,0.0
Elfrid Payton,2017,0.4,45.0,55.7,0.0,636.0,0.0
Evan Fournier,2017,0.4,36.0,57.1,0.0,26868.0,0.0
Willie Reed,2017,0.318,35.0,45.3,0.0,17459.0,0.0
Rodney McGruder,2017,0.318,40.0,43.0,0.0,14590.0,0.0
James Johnson,2017,0.318,39.0,54.2,0.0,1789.0,0.0
Tyler Johnson,2017,0.318,40.0,59.2,0.0,1200.0,0.0
Luke Babbitt,2017,0.318,35.0,38.3,0.0,21064.0,0.0
Goran Dragić,2017,0.318,36.0,64.0,0.0,64082.0,0.0
Hassan Whiteside,2017,0.318,40.0,67.2,0.0,138724.0,0.0
Dion Waiters,2017,0.318,24.0,48.9,0.0,43910.0,0.0
Justise Winslow,2017,0.318,18.0,45.8,0.0,44598.0,0.0
Joe Young,2017,0.512,20.0,35.9,0.0,481.0,0.0
Glenn Robinson III,2017,0.512,41.0,43.1,0.0,31043.0,0.0
Zaza Pachulia,2017,0.86,39.0,47.6,0.0,294593.0,0.0
Nicolás Laprovíttola,2017,0.791,18.0,37.2,0.0,30531.0,0.0
Bryn Forbes,2017,0.791,15.0,33.3,0.0,17599.0,0.0
Boris Diaw,2017,0.644,36.0,40.3,0.0,45816.0,0.0
George Hill,2017,0.644,21.0,68.1,0.0,1418.0,0.0
Rudy Gobert,2017,0.644,45.0,69.6,0.0,78217.0,0.0
James Jones,2017,0.714,26.0,38.8,0.0,2388.0,0.0
Chris Andersen,2017,0.714,12.0,39.1,0.0,132852.0,0.0
Jordan McRae,2017,0.714,28.0,38.4,0.0,39045.0,0.0
DeAndre Liggins,2017,0.714,34.0,38.3,0.0,110920.0,0.0
Iman Shumpert,2017,0.714,41.0,46.6,0.0,142798.0,0.0
Channing Frye,2017,0.714,35.0,48.3,0.0,91879.0,0.0
Mike Dunleavy,2017,0.591,29.0,40.6,0.0,1178.0,0.0
Richard Jefferson,2017,0.714,42.0,39.7,0.0,214316.0,0.0
Tristan Thompson,2017,0.714,42.0,53.8,0.0,287850.0,0.0
J. R. Smith,2017,0.714,21.0,44.3,0.0,189602.0,0.0
Sasha Vujačić,2017,0.422,23.0,36.4,0.0,40218.0,0.0
Ron Baker,2017,0.422,20.0,38.1,0.0,1039.0,0.0
Mindaugas Kuzminskas,2017,0.422,38.0,43.2,0.0,56321.0,0.0
Willy Hernangómez,2017,0.422,37.0,43.4,0.0,56154.0,0.0
Kyle O'Quinn,2017,0.422,43.0,48.1,0.0,45624.0,0.0
Lance Thomas,2017,0.422,30.0,38.3,0.0,23394.0,0.0
Brandon Jennings,2017,0.422,45.0,47.0,0.0,97792.0,0.0
Justin Holiday,2017,0.422,45.0,45.2,0.0,65082.0,0.0
Joakim Noah,2017,0.422,39.0,50.1,2.0,148195.0,0.0
Courtney Lee,2017,0.422,40.0,49.5,0.0,48599.0,0.0
Derrick Rose,2017,0.422,40.0,59.2,3.0,365440.0,0.0
Rodney Hood,2017,0.644,37.0,52.4,0.0,29359.0,0.0
Joe Johnson,2017,0.644,44.0,46.7,7.0,1862.0,0.0
Dāvis Bertāns,2017,0.791,35.0,39.8,0.0,55102.0,0.0
Trey Lyles,2017,0.644,45.0,45.6,0.0,32577.0,0.0
David Lee,2017,0.791,42.0,50.0,2.0,4116.0,0.0
Dewayne Dedmon,2017,0.791,37.0,46.8,0.0,34248.0,0.0
Patty Mills,2017,0.791,42.0,52.4,0.0,55775.0,0.0
Manu Ginóbili,2017,0.791,37.0,48.6,0.0,123491.0,0.0
Jonathon Simmons,2017,0.791,43.0,43.1,0.0,54200.0,0.0
Pau Gasol,2017,0.791,39.0,59.2,6.0,217383.0,0.0
Kyle Anderson,2017,0.791,38.0,40.7,0.0,442.0,0.0
Tony Parker,2017,0.791,32.0,52.3,6.0,187072.0,0.0
LaMarcus Aldridge,2017,0.791,39.0,65.2,5.0,83966.0,0.0
Meyers Leonard,2017,0.413,40.0,39.8,0.0,49970.0,0.0
Noah Vonleh,2017,0.413,38.0,38.1,0.0,21169.0,0.0
Ed Davis,2017,0.413,41.0,41.8,0.0,505.0,0.0
Evan Turner,2017,0.413,43.0,48.3,0.0,60777.0,0.0
Allen Crabbe,2017,0.413,46.0,48.6,0.0,28744.0,0.0
Mason Plumlee,2017,0.413,46.0,59.4,0.0,67095.0,0.0
Maurice Harkless,2017,0.413,44.0,51.4,0.0,23689.0,0.0
Al-Farouq Aminu,2017,0.413,28.0,46.6,0.0,33213.0,0.0
CJ McCollum,2017,0.413,46.0,67.6,0.0,1294.0,0.0
Damian Lillard,2017,0.413,41.0,72.3,2.0,179943.0,0.0
Jeff Withey,2017,0.644,27.0,40.6,0.0,12129.0,0.0
Dante Exum,2017,0.644,32.0,40.4,0.0,46497.0,0.0
Joe Ingles,2017,0.644,45.0,48.1,0.0,33394.0,0.0
Shelvin Mack,2017,0.644,41.0,44.4,0.0,15440.0,0.0
Andre Drummond,2017,0.467,44.0,63.1,1.0,75010.0,0.0
Aron Baynes,2017,0.467,43.0,40.8,0.0,23276.0,0.0
T.J. McConnell,2017,0.357,41.0,47.0,0.0,449.0,0.0
Lance Stephenson,2017,0.386,6.0,46.0,0.0,75429.0,0.0
Nemanja Bjelica,2017,0.349,41.0,42.0,0.0,22857.0,0.0
Ricky Rubio,2017,0.349,38.0,56.3,0.0,80527.0,0.0
Zach LaVine,2017,0.349,40.0,62.0,0.0,146339.0,0.0
Gorgui Dieng,2017,0.349,43.0,56.9,0.0,35138.0,0.0
Andrew Wiggins,2017,0.349,43.0,58.7,0.0,185837.0,0.0
Karl-Anthony Towns,2017,0.349,43.0,71.3,0.0,226654.0,0.0
Dante Cunningham,2017,0.386,31.0,43.2,0.0,11958.0,0.0
Langston Galloway,2017,0.386,43.0,46.4,0.0,15833.0,0.0
Alexis Ajinça,2017,0.386,21.0,40.1,0.0,12558.0,0.0
Buddy Hield,2017,0.386,44.0,44.2,0.0,83480.0,0.0
Terrence Jones,2017,0.386,42.0,52.1,0.0,32541.0,0.0
Ömer Aşık,2017,0.386,29.0,41.5,0.0,19595.0,0.0
Beno Udrih,2017,0.467,27.0,46.0,0.0,20324.0,0.0
Solomon Hill,2017,0.386,42.0,43.2,0.0,660.0,0.0
E'Twaun Moore,2017,0.386,40.0,47.6,0.0,16286.0,0.0
Tim Frazier,2017,0.386,36.0,50.8,0.0,33771.0,0.0
Juancho Hernangómez,2017,0.429,30.0,40.3,0.0,338.0,0.0
Jamal Murray,2017,0.429,42.0,42.1,0.0,59667.0,0.0
Jameer Nelson,2017,0.429,42.0,45.9,1.0,49181.0,0.0
Kenneth Faried,2017,0.429,38.0,55.7,0.0,42053.0,0.0
Wilson Chandler,2017,0.429,38.0,56.8,0.0,30428.0,0.0
Nikola Jokić,2017,0.429,38.0,65.8,0.0,80322.0,0.0
Jusuf Nurkić,2017,0.429,38.0,48.0,0.0,32301.0,0.0
Emmanuel Mudiay,2017,0.429,41.0,47.6,0.0,56271.0,0.0
Kris Dunn,2017,0.349,43.0,39.2,0.0,68548.0,0.0
Brandon Rush,2017,0.349,16.0,39.9,0.0,31879.0,0.0
Shabazz Muhammad,2017,0.349,39.0,44.2,0.0,46658.0,0.0
Cole Aldrich,2017,0.349,38.0,40.2,0.0,24855.0,0.0
Jerami Grant,2017,0.568,43.0,43.5,0.0,104390.0,0.0
Nik Stauskas,2017,0.357,40.0,44.8,0.0,56116.0,0.0
Joel Embiid,2017,0.357,30.0,65.4,0.0,390503.0,0.0
Gerald Henderson,2017,0.357,38.0,47.3,0.0,11870.0,0.0
Dario Šarić,2017,0.357,42.0,44.1,0.0,59076.0,0.0
