,Year,Win%,Games,Val,PrevAS,WikiViews,AS
Jordan Adams,2016,0.568,2.0,39.5,0.0,9717.0,0.0
Joe Harris,2016,0.732,5.0,33.2,0.0,1023.0,0.0
JaMychal Green,2016,0.568,44.0,42.0,0.0,14953.0,0.0
Beno Udrih,2016,0.535,32.0,40.5,0.0,43681.0,0.0
Brandan Wright,2016,0.568,7.0,47.6,0.0,15818.0,0.0
Matt Barnes,2016,0.568,41.0,49.8,0.0,147650.0,0.0
Tony Allen,2016,0.568,38.0,44.7,0.0,2174.0,0.0
Jeff Green,2016,0.568,44.0,48.9,0.0,1708.0,0.0
Mike Conley,2016,0.568,38.0,62.9,0.0,1219.0,0.0
Marc Gasol,2016,0.568,44.0,61.8,2.0,90250.0,0.0
Zach Randolph,2016,0.568,39.0,57.8,2.0,59420.0,0.0
Courtney Lee,2016,0.568,42.0,50.0,0.0,22970.0,0.0
Greg Monroe,2016,0.432,42.0,66.0,0.0,44144.0,0.0
Cleanthony Early,2016,0.5,10.0,34.4,0.0,66332.0,0.0
Alec Burks,2016,0.429,28.0,52.1,0.0,15347.0,0.0
Lance Thomas,2016,0.5,43.0,45.6,0.0,41877.0,0.0
James Johnson,2016,0.643,34.0,42.7,0.0,1811.0,0.0
Terrence Ross,2016,0.643,36.0,45.8,0.0,34587.0,0.0
Bismack Biyombo,2016,0.643,42.0,47.8,0.0,66251.0,0.0
Patrick Patterson,2016,0.643,42.0,45.3,0.0,1524.0,0.0
Cory Joseph,2016,0.643,42.0,49.1,0.0,68492.0,0.0
Luis Scola,2016,0.643,42.0,50.0,0.0,63069.0,0.0
Jonas Valančiūnas,2016,0.643,25.0,60.0,0.0,44606.0,0.0
DeMarre Carroll,2016,0.643,23.0,50.0,0.0,54373.0,0.0
Joe Young,2016,0.548,17.0,38.9,0.0,514.0,0.0
Lavoy Allen,2016,0.548,41.0,44.1,0.0,10337.0,0.0
Chase Budinger,2016,0.548,38.0,41.1,0.0,20936.0,0.0
Jordan Hill,2016,0.548,38.0,50.8,0.0,1324.0,0.0
Rodney Stuckey,2016,0.548,33.0,48.6,0.0,18103.0,0.0
Ian Mahinmi,2016,0.548,39.0,53.5,0.0,18014.0,0.0
Monta Ellis,2016,0.548,42.0,54.4,0.0,89019.0,0.0
C. J. Miles,2016,0.548,37.0,52.1,0.0,32610.0,0.0
George Hill,2016,0.548,36.0,56.0,0.0,1590.0,0.0
Reggie Bullock,2016,0.535,17.0,32.1,0.0,14375.0,0.0
Anthony Tolliver,2016,0.535,42.0,43.9,0.0,18444.0,0.0
Trey Lyles,2016,0.429,40.0,41.7,0.0,38517.0,0.0
Elijah Millsap,2016,0.429,20.0,35.4,0.0,16038.0,0.0
Trey Burke,2016,0.429,42.0,51.8,0.0,37180.0,0.0
Joe Ingles,2016,0.429,41.0,39.6,0.0,16377.0,0.0
Marvin Williams,2016,0.452,42.0,54.2,0.0,31447.0,0.0
Kemba Walker,2016,0.452,42.0,66.8,0.0,74584.0,0.0
Nicolas Batum,2016,0.452,37.0,59.4,0.0,47060.0,0.0
Mario Chalmers,2016,0.568,41.0,52.0,0.0,103770.0,0.0
Derrick Williams,2016,0.5,43.0,48.8,0.0,1705.0,0.0
Kyle O'Quinn,2016,0.5,35.0,43.2,0.0,22456.0,0.0
Jerian Grant,2016,0.5,41.0,38.9,0.0,59526.0,0.0
Langston Galloway,2016,0.5,44.0,47.9,0.0,34535.0,0.0
José Calderón,2016,0.5,44.0,51.5,0.0,418.0,0.0
Robin Lopez,2016,0.5,44.0,51.0,0.0,101675.0,0.0
Kristaps Porziņģis,2016,0.5,44.0,58.3,0.0,657479.0,0.0
Sasha Vujačić,2016,0.5,27.0,35.0,0.0,66047.0,0.0
Udonis Haslem,2016,0.535,20.0,36.6,0.0,36357.0,0.0
Josh McRoberts,2016,0.535,20.0,40.6,0.0,21818.0,0.0
Justise Winslow,2016,0.535,40.0,40.8,0.0,88621.0,0.0
Al Jefferson,2016,0.452,19.0,53.5,0.0,43287.0,0.0
Gerald Green,2016,0.535,37.0,46.9,0.0,103581.0,0.0
Hassan Whiteside,2016,0.535,41.0,63.9,0.0,233551.0,0.0
Luol Deng,2016,0.535,37.0,51.1,2.0,77618.0,0.0
Goran Dragić,2016,0.535,37.0,53.8,0.0,71220.0,0.0
Frank Kaminsky,2016,0.452,41.0,46.7,0.0,84554.0,0.0
Brian Roberts,2016,0.452,22.0,38.4,0.0,5510.0,0.0
Spencer Hawes,2016,0.452,36.0,42.4,0.0,24124.0,0.0
Jeremy Lin,2016,0.452,40.0,52.9,0.0,317804.0,0.0
Cody Zeller,2016,0.452,40.0,51.3,0.0,40061.0,0.0
P.J. Hairston,2016,0.452,39.0,39.6,0.0,822.0,0.0
Bryce Dejean-Jones,2016,0.357,1.0,33.0,0.0,3429.0,0.0
