Name,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Keita Bates-Diop,30,245,12,0.518,0.254,0.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,0.1,0.3,0.3,0.068,-2.3,0.4,-1.9,0
Nicolas Batum,67,1835,12.9,0.617,0.66,0.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,2.7,2.3,5,0.132,0.6,1.5,2.1,1.9
Aron Baynes,53,980,10.5,0.503,0.339,0.135,9.4,21.7,15.3,7,0.8,2.3,12.5,16.2,0.1,0.9,1,0.049,-3.4,-1.1,-4.5,-0.6
Kent Bazemore,67,1333,10.6,0.564,0.469,0.199,2.1,16,9.1,11.1,2.4,2.2,16.1,16.3,-0.2,2.1,1.8,0.065,-2.9,1.7,-1.2,0.2
Darius Bazley,55,1714,9.7,0.491,0.414,0.258,3.1,21.2,12,8.9,0.8,1.3,13.7,22.1,-2.3,1.4,-0.9,-0.026,-3.1,-1.3,-4.4,-1
Bradley Beal,60,2147,22.7,0.593,0.27,0.332,3.6,10.4,7,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9
Malik Beasley,37,1214,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24,0.9,0.4,1.3,0.053,1.6,-1.8,-0.2,0.6
Jordan Bell,6,82,8,0.328,0.091,0.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,-0.1,0.1,0,-0.008,-5.9,0.1,-5.8,-0.1
DeAndre' Bembry,51,972,11.2,0.57,0.232,0.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,0.1,1.1,1.2,0.059,-3.2,1.4,-1.9,0
Dāvis Bertāns,57,1464,11.4,0.62,0.895,0.241,1.3,10.8,6.1,4.4,1,0.7,5.9,15.9,2.1,1,3.1,0.101,0.3,-1.1,-0.8,0.4
Patrick Beverley,37,832,12,0.58,0.641,0.205,4,11.8,8,12,1.7,3,12.4,14.6,1,1,2.1,0.119,-0.7,1.4,0.7,0.6
Saddiq Bey,70,1909,12.6,0.567,0.666,0.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,1.6,1.7,3.3,0.082,0.3,-0.8,-0.5,0.7
Tyler Bey,18,71,5.9,0.372,0.182,0.227,12.5,16.9,14.7,5.6,0,1.3,11,16.9,-0.1,0,0,-0.033,-5.5,-3.9,-9.5,-0.1
Khem Birch,67,1529,15.1,0.552,0.137,0.339,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,2.3,1.4,3.8,0.118,-1,0.1,-1,0.4
Goga Bitadze,45,561,16.3,0.523,0.407,0.314,11.7,17.3,14.5,8.9,0.8,8.7,7.1,18.1,0.7,0.8,1.5,0.129,-2,1,-1,0.1
Bismack Biyombo,66,1349,11.7,0.574,0.004,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,0.081,-3.4,0.4,-3,-0.4
Nemanja Bjelica,37,595,12.9,0.554,0.434,0.26,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,0.5,0.3,0.9,0.071,-1.4,-0.8,-2.2,0
Eric Bledsoe,71,2111,11.5,0.533,0.486,0.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,1.1,1.3,2.3,0.053,-1.2,-0.9,-2,0
Keljin Blevins,17,75,-0.9,0.3,0.4,0,4.2,10.3,7.1,6.7,1.3,0,20,14.3,-0.2,0,-0.2,-0.137,-8.3,-2.3,-10.7,-0.2
Bogdan Bogdanović,44,1305,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.3,0.3,3.6,1.8
Bojan Bogdanović,72,2216,14,0.588,0.498,0.286,2,11.1,6.7,9.1,1,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.2,-0.7,-0.4,0.9
Bol Bol,32,160,9.4,0.534,0.414,0.259,0,16.9,8.5,6,0.9,6.1,16.8,21.2,-0.2,0.2,0,-0.004,-3.8,-0.3,-4.1,-0.1
Marques Bolden,6,29,13.3,0.537,0,2.667,11.3,11.9,11.6,0,3.4,6.1,23.5,12.8,0,0,0,0.063,-3.8,0.8,-3,0
Jordan Bone,14,196,8.9,0.519,0.593,0,2,11,6.4,13.6,0.5,0,5.3,12.6,0.1,0.1,0.2,0.045,-3,-1.2,-4.2,-0.1
Isaac Bonga,40,432,4,0.461,0.58,0.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,-0.4,0.4,0,-0.001,-5.8,0,-5.8,-0.4
Devin Booker,67,2270,19.2,0.587,0.288,0.305,1.7,12.1,7,20.6,1.2,0.6,12.4,32.7,2.9,2,4.9,0.104,1.7,-1.4,0.3,1.3
Chris Boucher,60,1453,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,4,2.1,6.1,0.201,2.7,0.6,3.3,2
Brian Bowen,6,15,1,0.338,0.25,0.25,0,21.6,10.8,0,0,0,0,12.6,0,0,0,-0.063,-8.1,-2.9,-11,0
Avery Bradley,27,602,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5
Tony Bradley,42,684,20.7,0.678,0.015,0.279,13.3,24,18.6,8.5,1,3.9,13,15.8,1.8,1,2.7,0.192,1.2,0.1,1.3,0.6
Jarrell Brantley,28,138,16.6,0.605,0.538,0.038,7.2,13.3,10.4,16.1,2.5,1.2,13.1,19,0.3,0.2,0.5,0.172,0.6,1.6,2.2,0.1
Ignas Brazdeikis,13,249,9.5,0.51,0.337,0.169,4.5,14.7,9.4,10.5,0.8,1.1,11.9,17.6,-0.1,0.1,0.1,0.016,-3.2,-2.1,-5.3,-0.2
Mikal Bridges,72,2348,16.4,0.667,0.471,0.196,3.7,11.1,7.5,8.8,1.6,2.4,7.3,14.9,5.4,2.6,8,0.164,2.4,0.9,3.3,3.1
Miles Bridges,66,1932,14.7,0.625,0.466,0.182,4.5,18,11.1,11.4,1.1,2.7,13.6,17.3,2.4,1.9,4.2,0.105,0.2,0.1,0.2,1.1
Amida Brimah,5,29,16.6,0.697,0,0.375,7.5,22.3,15,4.8,0,14,30,19.6,0,0.1,0,0.073,-6.2,1.4,-4.8,0
Oshae Brissett,21,519,17.2,0.638,0.517,0.43,6.1,17.9,12,4.6,1.7,3.1,5.3,15.6,1.2,0.6,1.8,0.165,1.1,-0.5,0.6,0.3
Malcolm Brogdon,56,1930,17.9,0.561,0.382,0.181,3.3,13.2,8.3,25.7,1.2,0.6,9.8,25.9,2.9,1.3,4.2,0.105,3,-0.9,2.1,2
Armoni Brooks,20,520,10.4,0.565,0.818,0.063,2,12.4,7,8.7,1.1,0.9,10,17.9,0.1,0.2,0.3,0.03,-1.1,-2.1,-3.2,-0.2
Dillon Brooks,67,1997,12.1,0.515,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.1,-3.7,-0.9
Bruce Brown,65,1451,16.1,0.604,0.139,0.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7
Charlie Brown Jr.,9,152,4.1,0.422,0.488,0.233,2,9.7,5.8,8.2,1.3,1.2,11.2,14.9,-0.2,0.1,-0.1,-0.032,-7.4,-1.3,-8.7,-0.3
Jaylen Brown,58,1999,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2,4.8,0.115,3.2,-0.7,2.5,2.3
Moses Brown,43,920,18.8,0.572,0,0.47,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,1.3,1.3,2.6,0.138,-1.3,-1.2,-2.4,-0.1
Sterling Brown,51,1229,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,1,0.8,1.8,0.071,-1.6,0,-1.6,0.1
Troy Brown Jr.,34,524,8.5,0.525,0.486,0.146,4.2,17.4,10.8,7.2,0.9,1,12.1,14,0,0.5,0.5,0.043,-3.3,-0.6,-4,-0.3
Jalen Brunson,68,1697,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2
Elijah Bryant,1,32,10.6,0.559,0.385,0.231,6.8,12.7,9.9,12.6,0,2.8,21.8,24,0,0,0,0.008,-3.9,-3.4,-7.3,0
Thomas Bryant,10,271,18.7,0.704,0.231,0.264,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,0.7,0.2,1,0.171,1.4,-0.6,0.9,0.2
Reggie Bullock,65,1949,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9
Trey Burke,62,911,12.6,0.544,0.465,0.161,1.2,5.3,3.3,12.9,1.9,0.7,8,20,0.7,0.7,1.4,0.071,-1.4,-0.4,-1.8,0
Alec Burks,49,1255,14.8,0.564,0.492,0.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,1.5,1.8,3.3,0.126,0.9,0.6,1.5,1.1
Jimmy Butler,52,1745,26.5,0.607,0.139,0.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,6.6,2.7,9.3,0.255,5.4,2.3,7.7,4.3
Bruno Caboclo,6,36,9,0.475,0.294,0.118,8.5,34,20.7,4.7,0,5,18.3,25.8,-0.1,0,-0.1,-0.088,-8.4,-1.7,-10.1,-0.1
Devontae Cacok,20,98,17.2,0.576,0,0.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.1,0.2,0.3,0.142,-1.5,0.4,-1,0
Kentavious Caldwell-Pope,67,1902,10.7,0.588,0.579,0.221,1.6,8.9,5.3,9.2,1.6,1.2,10.6,14.2,1.6,2.6,4.2,0.107,-1.6,1,-0.5,0.7
Facundo Campazzo,65,1425,11.6,0.558,0.686,0.289,1.8,8.9,5.3,20.2,2.7,1,17.1,13.1,1.6,1.5,3.1,0.105,-1.7,1.2,-0.6,0.5
Vlatko Čančar,41,281,9.7,0.547,0.458,0.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,0,0.3,0.3,0.053,-2.6,0,-2.6,0
Devin Cannady,8,74,11.2,0.547,0.571,0.25,0,7.3,3.5,2.1,3.3,1.2,6,19.3,0,0.1,0.1,0.057,-4,1,-3.1,0
Clint Capela,63,1898,24.3,0.601,0,0.327,17.5,34.3,26.1,4.1,1.1,6,8.4,19.9,4.9,3.3,8.2,0.207,2.7,0,2.7,2.2
Vernon Carey Jr.,19,115,11.7,0.563,0.194,0.306,5.6,20.1,12.7,2.6,0.4,4.3,10.9,17.2,0,0.1,0.2,0.066,-4.4,-1.7,-6.1,-0.1
Jevon Carter,60,717,12.2,0.548,0.677,0.031,2.6,11.8,7.3,13,2,1.1,6.6,15,0.7,0.8,1.6,0.104,-0.4,0.9,0.5,0.5
Wendell Carter Jr.,54,1375,16.7,0.566,0.112,0.392,10.2,24.6,17.4,11.2,1.2,2.7,12.7,19.3,1.7,1.7,3.4,0.118,-1.1,-0.2,-1.3,0.2
Michael Carter-Williams,31,800,9.5,0.449,0.226,0.296,4.9,13.4,9,24.3,1.5,1.9,18.4,20.2,-1.1,0.6,-0.5,-0.028,-4.6,-0.2,-4.8,-0.6
Alex Caruso,58,1216,11.1,0.547,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,0.095,-2.5,2.5,0,0.6
Willie Cauley-Stein,53,906,14.3,0.647,0.06,0.429,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12,1.6,1.2,2.8,0.147,-2.2,0.9,-1.3,0.2
Chris Chiozza,22,232,12.9,0.461,0.477,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21,0.1,0.2,0.3,0.063,-0.1,-0.6,-0.7,0.1
Marquese Chriss,2,27,11.8,0.412,0.357,0.286,12,38.9,25.6,11,0,6.5,11.3,28.1,-0.1,0.1,0,-0.03,-2.4,0.3,-2.1,0
Gary Clark,39,654,6,0.436,0.818,0.076,5.1,13.5,9.1,6.4,1,1,11.1,10.1,-0.3,0.4,0.1,0.008,-4.2,-0.7,-4.9,-0.5
Brandon Clarke,59,1415,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,2.2,2,4.2,0.142,0.4,1.2,1.5,1.3
Jordan Clarkson,68,1818,17.1,0.549,0.557,0.134,2.9,12.7,8,15.3,1.6,0.4,9.2,29.7,1.7,2.5,4.2,0.111,1.8,-0.4,1.4,1.6
Nic Claxton,32,594,16.9,0.612,0.034,0.441,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14,1,0.9,1.9,0.153,-1,1.4,0.4,0.4
Amir Coffey,44,394,10.1,0.585,0.544,0.369,2.9,9.4,6.3,7.4,1.3,0,11.1,15.1,0.4,0.3,0.7,0.085,-1.9,-0.1,-2,0
John Collins,63,1848,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2
Mike Conley,51,1498,19.2,0.589,0.523,0.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,4,2.1,6.1,0.197,3.6,1.3,4.9,2.6
Pat Connaughton,69,1575,11.3,0.578,0.703,0.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,1.8,1.7,3.5,0.108,-0.5,0.5,0,0.8
Quinn Cook,23,157,12.7,0.531,0.382,0.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,0.1,0.1,0.2,0.061,-1,-0.2,-1.2,0
Tyler Cook,32,438,12.8,0.659,0.019,0.34,7,17.2,12.1,5.9,0.9,0.4,15.1,13.9,0.5,0.3,0.8,0.09,-2.2,-0.9,-3,-0.1
DeMarcus Cousins,41,713,16.4,0.537,0.443,0.266,8,32.7,20,16.3,2.3,3,15.8,24.5,0,1.2,1.2,0.079,-1.2,1.6,0.4,0.4
Robert Covington,70,2243,11.2,0.553,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2
Torrey Craig,50,803,14.2,0.579,0.467,0.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5
Jae Crowder,60,1648,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.097,0.3,0.8,1.1,1.3
Jarrett Culver,34,499,8.8,0.476,0.315,0.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,-0.4,0.3,-0.1,-0.006,-4.5,-1.1,-5.6,-0.5
Seth Curry,57,1638,12.9,0.607,0.507,0.139,0.7,8.3,4.6,13.6,1.3,0.4,10,17.1,2.3,1.7,4,0.118,0.1,-0.4,-0.3,0.7
Stephen Curry,63,2152,26.3,0.655,0.587,0.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,9,0.201,8.3,0.4,8.7,5.8
Nate Darling,7,26,8.2,0.541,1,0.429,4.1,0,2.1,5.1,0,3.8,10.7,15.4,0,0,0,0.038,-1.5,-2.5,-4,0
Anthony Davis,36,1162,22.1,0.556,0.163,0.349,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.6,2.2,4.8,2
Ed Davis,23,299,13.1,0.487,0,0.273,16.1,26,20.8,9,2.1,3.8,12.4,7.9,0.5,0.4,0.8,0.135,-3.3,1.1,-2.2,0
Terence Davis,61,1074,12.7,0.555,0.586,0.121,2,14.1,7.9,11.4,2,1.2,11.6,21.8,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1
Gabriel Deck,10,212,16.1,0.548,0.224,0.328,7.8,11.9,9.8,17.3,1.8,0,7.3,16.6,0.4,0.1,0.5,0.12,0,-0.4,-0.4,0.1
Dewayne Dedmon,16,210,24.5,0.735,0.077,0.415,15.5,31,23.4,9.6,2.1,3,14.5,19.3,0.7,0.4,1.1,0.256,1.2,0.5,1.7,0.2
Matthew Dellavedova,13,224,7.3,0.312,0.446,0.071,2.9,9.2,6,35.3,0.9,0.4,9.4,12.4,-0.1,0.1,0,0.005,-4.5,-1.9,-6.4,-0.3
DeMar DeRozan,61,2056,22,0.591,0.08,0.478,2,11.6,6.7,32,1.3,0.6,9.7,26.1,5.9,1.5,7.4,0.172,3.2,-0.1,3.1,2.6
Mamadi Diakite,14,141,12.3,0.477,0.2,0.35,6.2,18.7,12.7,7,2.3,3.8,6.1,14.6,0.1,0.2,0.3,0.102,-3.3,0.9,-2.4,0
Hamidou Diallo,52,1226,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12,22.2,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0
Gorgui Dieng,38,552,19.2,0.67,0.429,0.411,7.6,19.5,13.5,12,2.3,2.6,14.3,17.4,1.3,0.8,2.1,0.185,1.8,1.5,3.4,0.7
Spencer Dinwiddie,3,64,10.1,0.536,0.438,0.375,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,0,0.1,0.1,0.045,-2.4,2.6,0.2,0
Donte DiVincenzo,66,1814,13,0.542,0.574,0.118,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.2,0.4,0.2,1
Luka Dončić,66,2262,25.3,0.587,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36,5.1,2.6,7.7,0.163,6.1,0.7,6.8,5.1
Luguentz Dort,52,1543,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,-0.6,1,0.3,0.011,-2.6,-0.9,-3.5,-0.6
Damyean Dotson,46,907,8.1,0.499,0.543,0.123,0.6,11.1,5.7,15.1,0.9,0.4,12,16.9,-0.4,0.3,0,-0.002,-3.4,-1.4,-4.8,-0.6
Devon Dotson,11,50,19.3,0.548,0.333,0,4.5,6.6,5.5,21.4,3.9,0,0,18.2,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1
Sekou Doumbouya,56,869,6.9,0.459,0.408,0.227,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,-0.9,0.7,-0.2,-0.012,-5.4,-1.3,-6.7,-1
PJ Dozier,50,1088,10.4,0.501,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2,10.7,17.2,0.1,1.1,1.1,0.051,-2.3,-0.4,-2.6,-0.2
Goran Dragić,50,1337,13,0.552,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,0.2,1.2,1.3,0.048,-1.1,-1.3,-2.3,-0.1
Andre Drummond,46,1242,19.4,0.519,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2,0.077,-1.7,0.5,-1.2,0.3
Jared Dudley,12,81,4.4,0.333,0.667,0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,0,0.1,0.1,0.053,-4.4,0.9,-3.5,0
Kris Dunn,4,45,-5.7,0.182,0.167,0.333,0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,-0.2,0.1,-0.2,-0.202,-13.7,-0.1,-13.7,-0.1
Kevin Durant,35,1157,26.4,0.666,0.313,0.395,1.3,21.3,11.8,27.5,1,3.4,14.5,31.2,3.7,1.2,5,0.206,6.4,0.8,7.2,2.7
Anthony Edwards,72,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,-0.6,1.4,0.8,0.017,-0.4,-1.7,-2.1,-0.1
Carsen Edwards,31,276,10.2,0.527,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,0.051,-3.2,-1.3,-4.5,-0.2
CJ Elleby,30,192,9.4,0.468,0.515,0.227,6,12,8.9,7.1,1.5,1.4,6.4,17.4,0,0.1,0.1,0.032,-4,-0.9,-4.9,-0.1
Henry Ellenson,2,38,12.8,0.476,0.643,0.286,8.4,27,17.4,18.9,0,0,0,17.9,0.1,0,0.1,0.127,-1.7,-0.1,-1.8,0
Wayne Ellington,46,1012,12.2,0.625,0.814,0.104,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,1.3,0.5,1.9,0.088,1.1,-1.3,-0.2,0.5
Joel Embiid,51,1585,30.3,0.636,0.171,0.61,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8
James Ennis III,41,986,12.5,0.613,0.428,0.358,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,1.3,0.7,2,0.097,-1.9,-0.3,-2.2,-0.1
Drew Eubanks,54,755,17.9,0.618,0.01,0.517,10.2,24,17,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,0.145,-1,1,0,0.4
Dante Exum,6,116,5.9,0.428,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,-0.2,0.1,-0.1,-0.025,-5.4,1.6,-3.8,-0.1
Tacko Fall,19,136,19.6,0.66,0,0.517,13,29.7,21.3,3.1,0.4,13.7,14.4,13.2,0.2,0.3,0.5,0.177,-1.7,2.9,1.2,0.1
