Name,Games Played,Mins,RPM
"Brandon Ingram, SF",62,33.9,0.63
"Serge Ibaka, F",55,27,0.62
"Victor Oladipo, SG",19,27.8,0.62
"Eric Gordon, SG",36,28.2,0.61
"Shabazz Napier, G",56,24,0.6
"Trey Lyles, PF",63,20.2,0.6
"Myles Turner, C",62,29.5,0.54
"Patrick Patterson, PF",59,13.2,0.51
"Naz Reid, C",30,16.5,0.51
"Denzel Valentine, G",36,13.6,0.49
"Josh Hart, SG",65,27,0.49
"Matt Thomas, SG",41,10.7,0.49
"Jonathan Isaac, PF",34,28.8,0.47
"Troy Daniels, G",47,11.3,0.46
"Clint Capela, C",39,32.8,0.45
"Jakob Poeltl, C",66,17.7,0.43
"Wayne Ellington, SG",36,15.5,0.39
"Shai Gilgeous-Alexander, PG",70,34.7,0.38
"Tyus Jones, PG",65,19,0.35
"De'Anthony Melton, SG",60,19.5,0.31
"Bradley Beal, SG",57,36,0.3
"Boban Marjanovic, C",44,9.6,0.27
"Caris LeVert, SG",45,29.6,0.26
"Malik Beasley, SG",55,22,0.24
"Seth Curry, SG",64,24.6,0.23
"Mason Plumlee, C",61,17.3,0.23
"Otto Porter Jr., SF",14,23.6,0.21
"Nemanja Bjelica, PF",72,27.9,0.2
"Josh Jackson, SG",22,17.3,0.2
"Ja Morant, PG",67,31,0.2
"Furkan Korkmaz, SG",72,21.7,0.16
"Garrison Mathews, SG",18,12.6,0.16
"Gorgui Dieng, C",63,17.4,0.14
"Avery Bradley, PG",49,24.2,0.14
"John Henson, F",40,15,0.13
"Mitchell Robinson, C",61,23.1,0.13
"Dwight Powell, C",40,26.5,0.13
"Kevin Love, PF",56,31.8,0.1
"Trevor Ariza, SF",53,28.2,0.1
"Garrett Temple, SF",62,27.9,0.07
"Larry Nance Jr., PF",56,26.3,0.02
"Matisse Thybulle, SG",65,19.8,0
"Yuta Watanabe, SF",18,5.8,-0.01
"Brandon Clarke, PF",58,22.4,-0.01
"Terrence Ross, G",69,27.4,-0.05
"Alex Len, C",55,17.6,-0.07
"Aron Baynes, C",42,22.3,-0.07
"Luguentz Dort, G",36,22.8,-0.1
"Ben McLemore, SG",71,22.8,-0.1
"Luka Samanic, F",3,16,-0.1
"Maxi Kleber, PF",74,25.5,-0.1
"Trey Burke, PG",33,15.8,-0.12
"Jabari Parker, PF",38,24.1,-0.15
"Rondae Hollis Jefferson, SF",60,18.7,-0.15
"Tony Snell, SF",59,27.8,-0.16
"OG Anunoby, SF",69,29.9,-0.16
"Keldon Johnson, SF",17,17.7,-0.17
"Jake Layman, F",23,22,-0.17
"Dwight Howard, C",69,18.9,-0.18
"Zach LaVine, SG",60,34.8,-0.21
"Bruno Caboclo, F",30,8.1,-0.24
"Frank Kaminsky, PF",39,19.9,-0.25
"Monte Morris, PG",73,22.4,-0.25
"JaMychal Green, F",63,20.7,-0.25
"Gabe Vincent, PG",9,9.2,-0.27
"LaMarcus Aldridge, C",53,33.1,-0.28
"Robert Williams III, C",29,13.4,-0.28
"De'Aaron Fox, PG",51,32,-0.29
"Sterling Brown, SF",52,14.8,-0.29
"Kyle Korver, G",58,16.6,-0.3
"Mike Conley, PG",47,29,-0.31
"JaVale McGee, C",68,16.6,-0.31
"Bismack Biyombo, C",53,19.4,-0.32
"Mike Scott, PF",68,17.8,-0.34
"Michael Carter-Williams, G",45,18.5,-0.34
"Daniel Gafford, C",43,14.2,-0.37
"Donovan Mitchell, SG",69,34.3,-0.38
"Rudy Gay, SF",67,21.8,-0.38
"T.J. McConnell, PG",71,18.7,-0.38
"Adam Mokoka, SG",11,10.2,-0.4
"Tomas Satoransky, SG",65,28.9,-0.4
"Blake Griffin, PF",18,28.4,-0.41
"DeAndre Jordan, C",56,22,-0.41
"Gary Harris, SG",56,31.8,-0.43
"Mfiondu Kabengele, C",12,5.3,-0.44
"Luke Kornet, C",36,15.5,-0.46
"P.J. Tucker, PF",72,34.3,-0.48
"Lauri Markkanen, PF",50,29.8,-0.48
"Jordan McLaughlin, PG",30,19.7,-0.51
"Kendrick Nunn, G",67,29.3,-0.53
"Reggie Bullock Jr., SF",29,23.6,-0.53
"Alec Burks, SG",66,26.6,-0.53
"Justin Holiday, SF",73,25,-0.53
"P.J. Washington, PF",58,30.3,-0.55
"Buddy Hield, SG",72,30.8,-0.56
"Yogi Ferrell, PG",50,10.6,-0.57
"Kyle Kuzma, SF",61,25,-0.58
"Marco Belinelli, G",57,15.5,-0.58
"Abdel Nader, SF",55,15.8,-0.59
"Justin James, G",36,6.4,-0.6
"Frank Ntilikina, PG",57,20.8,-0.62
"Derrick Rose, PG",50,26,-0.62
"Isaiah Hartenstein, C",23,11.6,-0.65
"Wendell Carter Jr., C",43,29.2,-0.66
"Langston Galloway, SG",66,25.8,-0.68
"Marcus Morris Sr., SF",62,31.2,-0.71
"Kent Bazemore, SF",68,24.8,-0.71
"Jeremiah Martin, PG",9,11,-0.71
"Cameron Johnson, SF",57,22,-0.71
"Cody Martin, SF",48,18.8,-0.74
"Jevon Carter, PG",58,16.3,-0.74
"Julius Randle, PF",64,32.5,-0.75
"Wes Iwundu, F",52,18.3,-0.76
"Markelle Fultz, PG",72,27.7,-0.77
"Landry Shamet, SG",53,27.4,-0.78
"Matthew Dellavedova, PG",57,14.4,-0.79
"Skal Labissiere, F",33,17.2,-0.8
"Marquese Chriss, SF",59,20.3,-0.82
"Kentavious Caldwell-Pope, SG",69,25.5,-0.82
"Eric Mika, PF",1,19,-0.84
"Kelan Martin, SG",31,16,-0.85
"Brandon Goodwin, G",34,12.6,-0.85
"Cory Joseph, PG",72,24.4,-0.87
"Jarrod Uthoff, F",7,7.6,-0.87
"Damyean Dotson, SG",48,17.4,-0.88
"Paul Watson, SG",10,8.7,-0.89
"Svi Mykhailiuk, SG",56,22.6,-0.91
"Kelly Olynyk, PF",67,19.4,-0.92
"Tristan Thompson, C",57,30.2,-0.92
"Timothe Luwawu-Cabarrot, SG",47,18.1,-0.94
"Ersan Ilyasova, PF",63,15.7,-0.94
"Shake Milton, SG",40,20.1,-0.95
"Kyle O'Quinn, C",29,10.8,-0.96
"Dragan Bender, F",16,17.9,-0.97
"Willy Hernangomez, C",31,12.1,-0.98
"Justise Winslow, PF",11,32,-0.98
"Rajon Rondo, PG",48,20.5,-0.99
"Harrison Barnes, SF",72,34.5,-1.02
"Elfrid Payton, G",45,27.7,-1.03
"Kenrich Williams, SF",39,21.3,-1.03
"Jaylen Hoard, F",13,7.9,-1.05
"Jae Crowder, PF",65,28.8,-1.06
"Meyers Leonard, C",51,20.3,-1.06
"Gary Trent Jr., SG",61,21.8,-1.07
"Taurean Prince, PF",64,29,-1.09
"Dario Saric, PF",66,24.7,-1.09
"Courtney Lee, G",24,14.4,-1.11
"JJ Redick, SG",60,26.4,-1.13
"Naz Mitrou-Long, G",5,9.4,-1.13
"Talen Horton-Tucker, SG",6,13.5,-1.14
"DeMarre Carroll, F",24,12.1,-1.15
"Lonnie Walker IV, G",61,16.2,-1.16
"Andrew Wiggins, SF",54,34.4,-1.19
"Gary Payton II, SG",29,14.9,-1.2
"Terry Rozier, SG",63,34.3,-1.2
"Bruno Fernando, PF",56,12.7,-1.21
"Marvin Williams, F",58,19.5,-1.27
"Cedi Osman, SF",65,29.4,-1.28
"Grayson Allen, SG",38,18.9,-1.29
"Bryn Forbes, SG",63,25.1,-1.3
"Quinn Cook, PG",44,11.5,-1.3
"Cody Zeller, C",58,23.1,-1.31
"Tyler Johnson, G",39,18.2,-1.31
"Nicolo Melli, PF",60,17.4,-1.35
"Edmond Sumner, PG",31,14.4,-1.35
"Vince Carter, G",60,14.6,-1.36
"Alen Smailagic, PF",14,9.9,-1.37
"DeMar DeRozan, SF",68,34.1,-1.39
"Treveon Graham, F",55,16.9,-1.4
"Tony Bradley, C",58,11.4,-1.42
"Brandon Knight, PG",25,18.5,-1.45
"E'Twaun Moore, G",56,18.2,-1.47
"DaQuan Jeffries, SG",13,10.8,-1.47
"Georges Niang, SF",66,14,-1.48
"Zach Collins, PF",11,26.4,-1.49
"Taj Gibson, F",62,16.5,-1.5
"Hamidou Diallo, SG",46,19.5,-1.51
"Louis King, SF",10,6.2,-1.53
"Josh Okogie, SF",62,25,-1.53
"James Johnson, PF",32,19.3,-1.54
"Andre Drummond, C",57,33,-1.55
"Jared Dudley, SF",45,8.1,-1.57
"Jaxson Hayes, C",64,16.9,-1.6
"Moritz Wagner, C",45,18.6,-1.6
"Noah Vonleh, PF",36,10.5,-1.61
"Nic Claxton, C",15,12.5,-1.62
"Delon Wright, SG",73,21.5,-1.64
"Bruce Brown, SF",58,28.2,-1.64
"Kevin Hervey, F",10,5.2,-1.66
"Rodney Hood, SG",21,29.5,-1.68
"Jordan Bell, F",29,8.8,-1.7
"Josh Richardson, SG",55,30.8,-1.73
"Cheick Diallo, F",47,10.2,-1.73
"Rodions Kurucs, SF",47,14.6,-1.74
"Chandler Parsons, SF",5,10.8,-1.74
"Pat Connaughton, SG",67,18.6,-1.75
"Ryan Anderson, PF",2,7,-1.75
"Carmelo Anthony, PF",58,32.8,-1.76
"Marial Shayok, F",4,7,-1.76
"Derrick Jones Jr., SF",59,23.3,-1.76
"JaKarr Sampson, SF",34,13.9,-1.76
"Raul Neto, PG",54,12.4,-1.77
"Dejounte Murray, SG",66,25.6,-1.77
"Henry Ellenson, PF",5,3,-1.78
"Jarrett Culver, G",63,23.9,-1.78
"Ante Zizic, C",22,10,-1.79
"Collin Sexton, PG",65,33,-1.79
"Ish Smith, PG",68,26.3,-1.8
"Allonzo Trier, G",24,12.1,-1.81
"Omari Rasulala Spellman, F",49,18.1,-1.81
"Sindarius Thornwell, SG",2,17.5,-1.82
"Jeremy Lamb, SG",46,28.1,-1.83
"Austin Rivers, SG",68,23.4,-1.84
"Jeff Green, PF",48,20,-1.84
"Jordan McRae, G",37,21.2,-1.85
"Tyler Herro, PG",55,27.4,-1.85
"Jahlil Okafor, C",30,15.6,-1.85
"Bobby Portis, F",66,21.1,-1.9
"Jordan Poole, SG",57,22.4,-1.9
"Malcolm Miller, F",28,5.8,-1.9
"PJ Dozier, G",29,14.2,-1.92
"Nigel Williams-Goss, G",10,5,-1.94
"Juan Toscano-Anderson, F",13,20.9,-1.94
"Maurice Harkless, SF",62,23,-1.96
"Javonte Green, SF",48,9.8,-1.97
"Andre Iguodala, F",21,19.9,-1.97
"Thanasis Antetokounmpo, SF",20,6.5,-1.97
"Jerome Robinson, SG",63,15.5,-1.98
"Jalen McDaniels, PF",16,18.3,-1.98
"Udonis Haslem, PF",4,11,-1.99
"Torrey Craig, SF",58,18.5,-1.99
"Stanley Johnson, SF",25,6,-2
"Marvin Bagley III, PF",13,25.7,-2.04
"Markieff Morris, PF",58,20.5,-2.05
"Anzejs Pasecniks, C",27,16.2,-2.06
"CJ Miles, G",10,16.1,-2.06
"Dewan Hernandez, F",6,4.7,-2.06
"Kyle Alexander, F",2,6.5,-2.08
"Jerami Grant, SF",71,26.6,-2.09
"Johnathan Williams, F",15,12,-2.09
"Ryan Arcidiacono, G",58,16,-2.1
"Derrick Walton Jr., G",26,9.5,-2.12
"Thabo Sefolosha, F",41,10.6,-2.14
"Luc Mbah a Moute, F",3,8.3,-2.14
"Kevin Huerter, SG",56,31.4,-2.16
"Justin Wright-Foreman, G",4,11.3,-2.16
"Ian Mahinmi, C",38,21.3,-2.18
"Tyson Chandler, C",26,8.4,-2.2
"Dusty Hannahs, G",2,6.5,-2.2
"Drew Eubanks, PF",22,12.4,-2.21
"Keita Bates-Diop, SF",44,16.9,-2.21
"BJ Johnson, F",10,8.3,-2.21
"Kostas Antetokounmpo, F",5,4,-2.21
"Josh Reaves, G",4,7,-2.25
"James Ennis III, F",69,18.3,-2.25
"Zylan Cheatham, F",4,12.8,-2.26
"Alize Johnson, F",17,6.9,-2.27
"Glenn Robinson III, F",62,28.8,-2.27
"Rui Hachimura, PF",48,30.1,-2.28
"Semi Ojeleye, PF",69,14.7,-2.28
"Chimezie Metu, PF",18,5.8,-2.3
"Devon Hall, F",11,7.4,-2.3
"Gary Clark, F",42,13.5,-2.3
"De'Andre Hunter, SF",63,32,-2.32
"Chasson Randle, G",3,13.3,-2.33
"Dean Wade, PF",12,5.9,-2.33
"Tim Frazier, PG",27,13.1,-2.34
"Thaddeus Young, PF",64,24.9,-2.34
"Marko Guduric, G",44,11,-2.35
"Vlatko Cancar, SF",14,3.2,-2.38
"Charlie Brown Jr., G",10,4,-2.38
"Brad Wanamaker, PG",71,19.3,-2.39
"Donta Hall, F",9,14.8,-2.4
"Al-Farouq Aminu, SF",18,21.1,-2.41
"Ky Bowman, G",45,22.6,-2.42
"Jalen Lecque, G",5,6.4,-2.43
"Theo Pinson, G",33,11.1,-2.44
"Dewayne Dedmon, C",44,17.6,-2.45
"Dzanan Musa, F",40,12.2,-2.48
"Iman Shumpert, G",13,18.5,-2.49
"Dwayne Bacon, G",39,17.6,-2.52
"Admiral Schofield, SF",33,11.2,-2.52
"William Howard, F",2,6.5,-2.53
"Carsen Edwards, PG",37,9.5,-2.53
"Amile Jefferson, F",18,4.1,-2.54
"Malik Monk, SG",55,21.3,-2.54
"Jaren Jackson Jr., PF",57,28.5,-2.56
"Stanton Kidd, SF",4,3.8,-2.57
"T.J. Leaf, PF",28,7.9,-2.57
"Isaiah Roby, F",3,3.7,-2.58
"Tariq Owens, F",3,5,-2.6
"Wilson Chandler, F",35,21,-2.61
"Justin Robinson, F",9,5.4,-2.61
"Justin Patton, C",5,4.8,-2.65
"Zhaire Smith, G",7,4.6,-2.66
"Cameron Payne, PG",8,22.9,-2.68
"Nickeil Alexander-Walker, SG",47,12.6,-2.7
"Darius Bazley, PF",61,18.5,-2.7
"Tacko Fall, C",7,4.7,-2.71
"Tyler Cook, F",13,4.2,-2.72
"Daryl Macon, SG",4,3.5,-2.72
"Justin Anderson, F",10,10.7,-2.73
"Corey Brewer, F",5,6.6,-2.73
"Jonah Bolden, PF",7,6.7,-2.75
"Frank Mason III, G",9,13.1,-2.76
"Nicolas Batum, PF",22,23,-2.77
"Ignas Brazdeikis, SF",9,5.9,-2.77
"Terrance Ferguson, SF",56,22.4,-2.77
"Rayjon Tucker, G",20,8.1,-2.78
"Jordan Bone, G",10,5.3,-2.78
"KZ Okpala, SF",5,5.2,-2.78
"Miye Oni, SG",10,10.9,-2.82
"Jusuf Nurkic, C",8,31.6,-2.83
"Grant Williams, PF",69,15.1,-2.83
"Coby White, PG",65,25.8,-2.84
"Robin Lopez, C",66,14.5,-2.84
"Zach Norvell Jr., G",5,8.2,-2.84
"Kadeem Allen, G",10,11.7,-2.85
"Josh Gray, G",2,11.5,-2.86
"Vic Law, F",8,7.8,-2.87
"Andre Roberson, F",7,12.4,-2.9
"Jeff Teague, PG",59,24.8,-2.92
"Miles Bridges, SF",65,30.7,-2.96
"Khem Birch, C",48,19.2,-2.98
"Dante Exum, G",35,13.9,-3.03
"Juwan Morgan, F",21,6.4,-3.03
"D.J. Wilson, F",37,9.8,-3.04
"Cristiano Felicio, PF",22,17.5,-3.04
"Kelly Oubre Jr., SG",56,34.5,-3.05
"Michael Porter Jr., SF",55,16.4,-3.05
"Joakim Noah, C",5,10,-3.06
"Terance Mann, SG",41,8.8,-3.08
"Thon Maker, F",60,12.9,-3.09
"Chandler Hutchison, SF",28,18.8,-3.09
"Amir Coffey, SG",18,8.8,-3.12
"Antonius Cleveland, G",11,4.2,-3.13
"Isaiah Thomas, G",40,23.1,-3.15
"Johnathan Motley, F",13,3.2,-3.17
"Khyri Thomas, SG",8,7.6,-3.18
"Nassir Little, SF",48,11.9,-3.18
"Alfonzo McKinnie, F",40,14.8,-3.2
"Romeo Langford, SG",32,11.6,-3.2
"Shamorie Ponds, PG",4,2.8,-3.21
"Damian Jones, C",55,16.1,-3.24
"Vincent Poirier, C",22,5.9,-3.32
"Matt Mooney, SG",4,4.8,-3.33
"Jarrell Brantley, PF",9,10.7,-3.35
"Jerian Grant, G",6,13.3,-3.38
"Elie Okobo, G",55,13.1,-3.39
"Brian Bowen II, F",6,5.2,-3.43
"Melvin Frazier Jr., G",19,6.6,-3.45
"Tremont Waters, G",11,10.8,-3.47
"Michael Kidd-Gilchrist, F",25,11.2,-3.48
"Solomon Hill, SF",59,18.4,-3.48
"Anthony Tolliver, PF",55,15.9,-3.52
"Bol Bol, C",7,12.4,-3.52
"Michael Frazier II, G",13,11.2,-3.53
"Justin Jackson, SF",65,16.1,-3.53
"Cam Reddish, SF",58,26.7,-3.53
"Emmanuel Mudiay, G",54,15.7,-3.55
"Tyrone Wallace, G",14,11.4,-3.59
"Mario Hezonja, F",53,16.4,-3.62
"Chris Silva, F",44,7.9,-3.65
"Deonte Burton, F",39,9.1,-3.69
"Joe Chealey, G",4,8.3,-3.71
"Jeremy Pargo, PG",3,14.7,-3.77
"Wenyen Gabriel, F",30,7.8,-3.81
"RJ Barrett, SG",56,30.4,-3.84
"Ty Jerome, SG",31,10.6,-3.87
"Quinndary Weatherspoon, G",11,7.1,-3.89
"Kevon Looney, F",20,13.1,-3.91
"Moses Brown, C",9,3.7,-3.92
"Rodney McGruder, G",56,15.6,-3.94
"Patrick McCaw, SF",37,24.5,-3.95
"Caleb Swanigan, F",27,10.7,-3.98
"Troy Brown Jr., SF",69,25.8,-4
"Jarred Vanderbilt, PF",11,4.2,-4.05
"Goga Bitadze, C",54,8.7,-4.09
"Frank Jackson, G",59,13.5,-4.11
"Evan Turner, G",19,13.2,-4.17
"JR Smith, G",6,13.2,-4.25
"DeAndre' Bembry, SG",43,21.3,-4.3
"Eric Paschall, F",60,27.6,-4.33
"Sekou Doumbouya, SF",38,19.8,-4.35
"Harry Giles III, F",46,14.5,-4.37
"Darius Garland, PG",59,30.9,-4.38
"Josh Magette, PG",8,4.8,-4.41
"Kevin Porter Jr., G",50,23.2,-4.57
"Allen Crabbe, G",37,17.6,-4.87
"Jacob Evans, G",29,14.4,-4.87
"Dennis Smith Jr., PG",34,15.8,-4.92
"Lance Thomas, F",7,14,-5.08
"Norvel Pelle, PF",24,9.7,-5.29
"Mo Bamba, C",62,14.2,-5.39
"Oshae Brissett, SF",19,7.1,-5.42
"Ed Davis, C",28,10.8,-5.48
"Danuel House Jr., SF",63,30.4,-5.51
"Anfernee Simons, SG",70,20.7,-6.08
"Juancho Hernangomez, PF",48,17.4,-6.59
"Kevin Knox II, SF",65,17.9,-7.92
